id,a1,a2,a301,a302,a3021,a4,a5,a51,a52,a53,a54,a57,a58,a6,a7,a81,a82,a91,a92,j1,j2,j3,j4,j5,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,l1,p1,p2,p3,p4,p5,p501,p6,q1,q2,q3,q4,q5,q901,q902,r1,r2,r3,r4,r5,rr1,s1,s2,s3,s4,s5,ss1,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,v1,v101,v102,w1,x1,x2,x3,x4,x5,filter_$,a2age,a302New,a6New,a5New,a81New,a82New,J1new,J2new,J3new,J4new,J5new,JOrder,q1new,q2new,q3new,q4new,q5new,q6new,q7new,q8new,q9new,q10new,q1001new,r1new,s1new,t1new,u1new,r2new,s2new,t2new,u2new,r3new,s3new,t3new,u3new,r4new,s4new,t4new,u4new,r5new,s5new,t5new,u5new,r6new,s6new,t6new,u6new,r7new,s7new,t7new,u7new,r8new,s8new,t8new,u8new,r9new,s9new,t9new,u9new,r10new,s10new,t10new,u10new,r11new,s11new,t11new,u11new,r12new,s12new,t12new,u12new,r13new,s13new,t13new,u13new,r14new,s14new,t14new,u14new,r15new,s15new,t15new,u15new,r16new,s16new,t16new,u16new,r17new,s17new,t17new,u17new,r18new,s18new,t18new,u18new,r19new,s19new,t19new,u19new,r20new,s20new,t20new,u20new,G_genZ,G_genY,G_genX,G_genB,Gen_group
169,2,2544,1,3,,2,5,,,,,,,,5000,1,2,3,2,5,3,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,3,4,99,99,99,99,3,1,99,99,99,99,99,99,3,99,99,99,3,1,8,,,,,,,,3,1,8,,,,,,,,3,99,99,1,1,0,0,0,0,1,1,1,,3,1,2,0,0,2,0,1, ,1,4,2,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
170,2,2547,1,2,,2,5,,,,,,,,6000,1,2,3,2,5,3,9,9,9,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,1,3,4,2,99,99,99,8,3,99,99,99,99,99,99,1,99,99,99,8,3,1,,,,,,,,8,3,1,,,,,,,,3,99,99,1,1,0,0,0,0,1,1,1,,3,1,2,0,0,2,0,1, ,1,4,2,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
171,2,2545,1,3,,2,5,,,,,,,,4000,1,2,3,2,5,3,9,9,9,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,4,3,99,99,99,99,3,8,99,99,99,99,99,99,1,99,99,99,3,8,1,,,,,,,,3,8,1,,,,,,,,3,99,99,1,1,0,0,0,0,1,1,1,,3,1,2,0,0,2,0,1, ,1,0,2,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
172,1,2545,1,4,,2,5,,,,,,,,4000,1,2,3,2,5,3,9,9,9,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,1,3,4,99,99,99,99,3,1,10,99,99,99,99,99,99,6,99,99,3,1,10,6,,,,,,,3,1,10,6,,,,,,,3,99,99,1,1,0,0,0,0,1,1,1,,3,1,2,0,0,2,0,1, ,1,0,2,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
173,1,2544,1,3,,2,5,,,,,,,,5000,1,2,3,2,5,3,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,0,0,0,1,3,4,99,99,99,99,3,1,99,99,99,99,99,99,18,99,99,99,3,1,18,,,,,,,,3,1,18,,,,,,,,3,99,99,1,1,0,0,0,0,1,1,1,,3,1,2,0,0,2,0,1, ,1,4,2,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
174,1,2535,2,5,,2,1,2,,,,,,1,,4,2,3,1,5,3,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,3,99,99,99,99,99,3,10,99,99,99,99,99,99,6,1,5,99,3,10,6,1,5,,,,,,,,,,,3,10,6,1,5,3,99,99,3,1,1,0,0,0,1,2,1,1,1,3,2,0,0,2,0,1, ,1,0,3,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
175,1,2541,1,6,,2,5,,,,,,,,9000,1,2,3,1,5,3,9,9,9,0,0,0,0,0,0,1,1,0,0,4,0,1,1,0,0,0,0,1,3,4,5,99,99,99,1,99,99,99,99,99,99,3,4,6,8,99,1,3,4,6,8,,,,,,1,3,4,6,8,,,,,,2,99,99,1,1,1,0,0,0,1,2,2,,3,1,2,0,0,2,0,1, ,1,0,2,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
176,1,2522,2,4,,2,4,,,,2,,,1,,3,2,3,1,3,9,9,9,9,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,6,7,8,99,3,1,6,7,8,,,,,,,,,,,3,1,6,7,8,2,99,99,1,1,0,0,0,0,1,3,1,1,2,3,2,0,0,2,0,1, ,1,0,2,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,,3.00,,3.00
177,2,2509,2,3,,2,6,,,,,,,1,,4,2,3,1,3,9,9,9,9,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,99,99,99,99,99,99,99,1,3,99,99,99,99,99,99,17,99,99,99,1,3,17,,,,,,,,,,,,,1,3,17,,,2,99,99,1,1,0,0,0,0,1,4,1,1,4,3,2,0,0,2,0,1, ,1,0,2,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,5,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
178,1,2504,2,2,,2,3,,,2,,,,1,,4,2,3,1,3,9,9,9,9,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,1,2,99,99,99,99,99,99,3,99,99,99,1,2,3,,,,,,,,,,,,,1,2,3,,,2,99,99,1,1,0,0,0,0,1,4,1,1,2,3,2,0,0,2,0,1, ,1,0,2,3,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,2,0,3,1,2,0,0,0,0,0,4,1,2,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
179,2,2520,2,2,,2,9,,,,,,,1,,4,2,3,1,3,5,9,9,9,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,3,5,99,99,99,99,1,2,99,99,99,99,99,99,3,6,99,99,1,2,3,6,,,,,,,,,,,,1,2,3,6,,2,99,99,1,1,1,0,0,0,,3,1,1,,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,4,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
180,1,2507,2,5,,2,4,,,,6,,,1,,4,2,3,1,3,5,9,9,9,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,3,5,99,99,99,99,1,3,99,99,99,99,99,99,6,7,99,99,1,3,6,7,,,,,,,,,,,,1,3,6,7,,2,99,99,3,1,0,0,0,0,,4,1,1,2,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
181,1,2537,2,2,,2,4,,,,2,,,1,,1,2,3,1,3,9,9,9,9,1,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,6,7,10,99,3,1,6,7,10,,,,,,,,,,,3,1,6,7,10,2,99,99,1,1,0,0,0,0,1,2,1,1,2,1,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
182,1,2520,2,4,,2,3,,,4,,,,2,,2,4,3,1,3,9,9,9,9,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,6,7,8,99,3,1,6,7,8,,,,,,,,,,,3,1,6,7,8,2,99,99,3,1,0,0,0,0,,3,1,2,2,2,3,0,0,1,0,2, ,1,0,2,0,3,0,0,0,0,0,0,1,0,1,2,2,0,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
183,1,2523,2,2,,2,4,,,,9,,,1,,1,2,3,1,3,9,9,9,9,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,3,99,99,99,99,99,99,1,6,7,19,99,3,1,6,7,19,,,,,,,,,,,3,1,6,7,19,2,99,99,3,0,0,0,1,0,1,3,1,1,2,1,2,0,0,1,0,2, ,1,0,2,0,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
184,1,2525,2,4,,2,4,,,,9,,,2,,4,2,3,1,3,5,9,9,9,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,0,0,0,99,99,99,99,99,99,99,3,1,99,99,99,99,99,99,2,6,7,99,3,1,2,6,7,,,,,,,,,,,3,1,2,6,7,2,99,99,1,1,0,0,0,0,1,2,1,2,2,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,4,1,2,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
185,2,2507,2,2,,2,6,,,,,,,1,,4,2,3,1,3,9,9,9,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,3,99,99,99,99,99,99,1,99,99,99,99,3,1,,,,,,,,,,,,,,3,1,,,,2,99,99,1,1,0,0,0,0,1,4,1,1,4,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,4,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
186,2,2510,2,4,,2,9,,,,,,,1,,4,2,3,1,3,9,9,9,9,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,1,3,99,99,99,99,99,99,4,99,99,99,1,3,4,,,,,,,,,,,,,1,3,4,,,2,99,99,1,1,0,0,0,0,1,3,1,1,,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,,,3.00,,3.00
187,2,2524,2,6,,2,1,2,,,,,,2,,4,2,3,1,3,5,9,9,9,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,1,3,5,99,99,99,99,1,99,99,99,99,99,99,3,4,7,99,99,1,3,4,7,,,,,,,,,,,,1,3,4,7,,2,99,99,1,1,1,0,0,0,1,3,2,2,1,3,2,0,0,1,0,2, ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,4,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
188,2,2532,2,3,,2,2,,2,,,,,1,,4,2,3,1,3,5,9,9,9,0,0,0,0,0,1,1,1,0,0,3,0,1,1,0,0,0,0,1,5,99,99,99,99,99,3,1,8,99,99,99,99,99,99,6,7,99,3,1,8,6,7,,,,,,,,,,,3,1,8,6,7,2,99,99,3,1,1,0,0,0,1,2,1,1,1,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
189,2,2538,2,5,,2,3,,,2,,,,2,,1,2,3,1,3,5,9,9,9,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,1,3,5,99,99,99,99,3,8,99,99,99,99,99,99,4,5,6,99,3,8,4,5,6,,,,,,,,,,,3,8,4,5,6,2,99,99,3,1,1,0,0,0,1,2,1,2,2,1,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
190,1,2540,2,3,,2,5,,,,,,,1,,2,4,3,1,5,9,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,3,5,99,99,99,99,3,6,7,99,99,99,99,99,99,8,99,99,,,,,,3,6,7,8,,3,6,7,8,,,,,,,2,99,99,3,1,1,0,0,0,,2,1,1,3,2,3,0,0,1,0,2, ,1,0,2,0,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
191,1,2521,2,2,,2,4,,,6,,,,2,,4,2,3,1,3,9,9,9,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,5,6,7,99,3,1,5,6,7,,,,,,,,,,,3,1,5,6,7,3,99,99,3,1,0,0,0,0,,3,1,2,2,3,2,0,0,1,0,2, ,1,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,1,2,0,5,1,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
192,1,2547,1,2,,2,5,,,,,,,,3000,1,2,3,1,3,5,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,3,5,99,99,99,99,3,1,99,99,99,99,99,99,5,6,7,99,3,1,5,6,7,,,,,,3,1,5,6,7,,,,,,2,99,99,1,1,0,1,0,0,,1,1,,3,1,2,0,0,1,0,2, ,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,1,2,0,4,1,2,0,5,1,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
193,2,2508,2,2,,2,6,,,,,,,1,,4,2,3,1,3,9,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,3,1,2,99,99,99,99,99,99,10,99,99,3,1,2,10,,,,,,,,,,,,3,1,2,10,,2,99,99,1,1,0,0,0,0,,4,1,1,4,3,2,0,0,0,0,1, ,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,2,1,3,0,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
194,1,2504,2,2,,2,3,,,2,,,,2,,4,2,3,1,3,9,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,1,2,99,99,99,99,99,99,3,7,14,99,1,2,3,7,14,,,,,,,,,,,1,2,3,7,14,3,99,99,1,1,0,0,0,0,1,4,1,2,2,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,2,0,4,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
195,1,2512,2,4,,2,4,,,,2,,,2,,3,2,3,1,3,9,9,9,9,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,99,99,99,99,99,99,99,1,3,99,99,99,99,99,99,4,6,7,99,1,3,4,6,7,,,,,,,,,,,1,3,4,6,7,9,99,99,9,1,0,0,0,0,,3,1,2,2,3,2,0,0,1,0,2, ,1,0,2,0,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,1,0,4,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
196,1,2507,2,2,,2,4,,,,6,,,1,,4,2,3,1,3,9,9,9,9,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,99,99,99,99,99,99,99,1,3,99,99,99,99,99,99,6,7,18,99,1,3,6,7,18,,,,,,,,,,,1,3,6,7,18,2,99,99,3,1,0,0,0,0,1,4,1,1,2,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
197,1,2517,2,2,,2,7,,,,,1,,2,,4,2,3,1,3,9,9,9,9,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,99,99,99,99,99,99,99,1,3,99,99,99,99,99,99,5,6,7,99,1,3,5,6,7,,,,,,,,,,,1,3,5,6,7,2,99,99,1,1,0,0,0,0,1,3,1,2,5,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
198,2,2524,2,4,,2,2,,2,,,,,2,,4,2,3,1,5,3,9,9,9,0,1,0,1,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,3,5,99,99,99,99,3,1,99,99,99,99,99,99,6,10,99,99,3,1,6,10,,,,,,,,,,,,3,1,6,10,,2,99,99,3,1,1,0,0,0,1,3,1,2,1,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,,,3.00,,3.00
199,2,2523,2,3,,2,3,,,2,,,,1,,4,2,3,1,3,5,9,9,9,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,0,1,99,99,99,99,99,99,1,99,99,99,99,99,99,3,6,7,99,99,1,3,6,7,,,,,,,1,3,6,7,,,,,,,2,99,99,1,1,1,0,0,0,1,3,1,1,2,3,2,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,2,0,0,0,0,0,3,1,2,0,4,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
200,2,2529,2,3,,2,2,,2,,,,,1,,4,2,3,1,5,3,9,9,9,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,0,0,0,1,99,99,99,99,99,99,3,7,99,99,99,99,99,99,1,99,99,99,3,7,1,,,,,,,,,,,,,3,7,1,,,2,99,99,3,1,1,0,0,0,,2,1,1,1,3,2,0,0,2,0,1, ,1,0,3,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
201,1,2549,1,3,,2,5,,,,,,,,3500,1,2,3,1,5,3,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,3,4,5,99,99,99,1,3,99,99,99,99,5,7,10,99,99,99,1,2,5,,,,,,,,5,7,10,,,,,,,,3,99,99,1,1,0,1,1,0,1,1,1,,3,1,2,0,0,1,0,2, ,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
202,1,2546,1,2,,2,5,,,,,,,,2500,1,2,3,1,5,3,9,9,9,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,3,4,5,99,99,99,3,1,99,99,99,99,99,99,7,8,10,99,1,3,7,8,10,,,,,,1,3,7,8,10,,,,,,2,99,99,3,1,0,0,1,0,1,1,1,,3,1,2,0,0,2,0,1, ,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
